"","date","state","diff"
"863",2020-05-01,"DE",184
"864",2020-05-02,"DE",120
"865",2020-05-03,"DE",170
"866",2020-05-04,"DE",80
"867",2020-05-05,"DE",83
"868",2020-05-06,"DE",407
"869",2020-05-07,"DE",161
"870",2020-05-08,"DE",172
"871",2020-05-09,"DE",166
"872",2020-05-10,"DE",0
"873",2020-01-23,"FL",0
"874",2020-01-24,"FL",0
"875",2020-01-25,"FL",0
"876",2020-01-26,"FL",0
"877",2020-01-27,"FL",0
"878",2020-01-28,"FL",0
"879",2020-01-29,"FL",0
"880",2020-01-30,"FL",0
"881",2020-01-31,"FL",0
"882",2020-02-01,"FL",0
"883",2020-02-02,"FL",0
"884",2020-02-03,"FL",0
"885",2020-02-04,"FL",0
"886",2020-02-05,"FL",0
"887",2020-02-06,"FL",0
"888",2020-02-07,"FL",0
"889",2020-02-08,"FL",0
"890",2020-02-09,"FL",0
"891",2020-02-10,"FL",0
"892",2020-02-11,"FL",0
"893",2020-02-12,"FL",0
"894",2020-02-13,"FL",0
"895",2020-02-14,"FL",0
"896",2020-02-15,"FL",0
"897",2020-02-16,"FL",0
"898",2020-02-17,"FL",0
"899",2020-02-18,"FL",0
"900",2020-02-19,"FL",0
"901",2020-02-20,"FL",0
"902",2020-02-21,"FL",0
"903",2020-02-22,"FL",0
"904",2020-02-23,"FL",0
"905",2020-02-24,"FL",0
"906",2020-02-25,"FL",0
"907",2020-02-26,"FL",0
"908",2020-02-27,"FL",0
"909",2020-02-28,"FL",0
"910",2020-02-29,"FL",0
"911",2020-03-01,"FL",0
"912",2020-03-02,"FL",1
"913",2020-03-03,"FL",1
"914",2020-03-04,"FL",0
"915",2020-03-05,"FL",1
"916",2020-03-06,"FL",0
"917",2020-03-07,"FL",4
"918",2020-03-08,"FL",3
"919",2020-03-09,"FL",3
"920",2020-03-10,"FL",2
"921",2020-03-11,"FL",9
"922",2020-03-12,"FL",6
"923",2020-03-13,"FL",20
"924",2020-03-14,"FL",26
"925",2020-03-15,"FL",24
"926",2020-03-16,"FL",1
"927",2020-03-17,"FL",89
"928",2020-03-18,"FL",116
"929",2020-03-19,"FL",126
"930",2020-03-20,"FL",132
"931",2020-03-21,"FL",199
"932",2020-03-22,"FL",241
"933",2020-03-23,"FL",223
"934",2020-03-24,"FL",185
"935",2020-03-25,"FL",270
"936",2020-03-26,"FL",675
"937",2020-03-27,"FL",543
"938",2020-03-28,"FL",863
"939",2020-03-29,"FL",483
"940",2020-03-30,"FL",1227
"941",2020-03-31,"FL",1268
"942",2020-04-01,"FL",215
"943",2020-04-02,"FL",2052
"944",2020-04-03,"FL",1260
"945",2020-04-04,"FL",1269
"946",2020-04-05,"FL",813
"947",2020-04-06,"FL",974
"948",2020-04-07,"FL",1221
"949",2020-04-08,"FL",911
"950",2020-04-09,"FL",908
"951",2020-04-10,"FL",1167
"952",2020-04-11,"FL",963
"953",2020-04-12,"FL",1401
"954",2020-04-13,"FL",1124
"955",2020-04-14,"FL",609
"956",2020-04-15,"FL",883
"957",2020-04-16,"FL",832
"958",2020-04-17,"FL",1416
"959",2020-04-18,"FL",733
"960",2020-04-19,"FL",822
"961",2020-04-20,"FL",745
"962",2020-04-21,"FL",810
"963",2020-04-22,"FL",440
"964",2020-04-23,"FL",1339
"965",2020-04-24,"FL",885
"966",2020-04-25,"FL",306
"967",2020-04-26,"FL",693
"968",2020-04-27,"FL",606
"969",2020-04-28,"FL",710
"970",2020-04-29,"FL",345
"971",2020-04-30,"FL",497
"972",2020-05-01,"FL",1038
"973",2020-05-02,"FL",735
"974",2020-05-03,"FL",615
"975",2020-05-04,"FL",819
"976",2020-05-05,"FL",542
"977",2020-05-06,"FL",563
"978",2020-05-07,"FL",826
"979",2020-05-08,"FL",371
"980",2020-05-09,"FL",802
"981",2020-05-10,"FL",595
"982",2020-01-23,"GA",0
"983",2020-01-24,"GA",0
"984",2020-01-25,"GA",0
"985",2020-01-26,"GA",0
"986",2020-01-27,"GA",0
"987",2020-01-28,"GA",0
"988",2020-01-29,"GA",0
"989",2020-01-30,"GA",0
"990",2020-01-31,"GA",0
"991",2020-02-01,"GA",0
"992",2020-02-02,"GA",0
"993",2020-02-03,"GA",0
"994",2020-02-04,"GA",0
"995",2020-02-05,"GA",0
"996",2020-02-06,"GA",0
"997",2020-02-07,"GA",0
"998",2020-02-08,"GA",0
"999",2020-02-09,"GA",0
"1000",2020-02-10,"GA",0
"1001",2020-02-11,"GA",0
"1002",2020-02-12,"GA",0
"1003",2020-02-13,"GA",0
"1004",2020-02-14,"GA",0
"1005",2020-02-15,"GA",0
"1006",2020-02-16,"GA",0
"1007",2020-02-17,"GA",0
"1008",2020-02-18,"GA",0
"1009",2020-02-19,"GA",0
"1010",2020-02-20,"GA",0
"1011",2020-02-21,"GA",0
"1012",2020-02-22,"GA",0
"1013",2020-02-23,"GA",0
"1014",2020-02-24,"GA",0
"1015",2020-02-25,"GA",0
"1016",2020-02-26,"GA",0
"1017",2020-02-27,"GA",0
"1018",2020-02-28,"GA",0
"1019",2020-02-29,"GA",0
"1020",2020-03-01,"GA",0
"1021",2020-03-02,"GA",0
"1022",2020-03-03,"GA",2
"1023",2020-03-04,"GA",0
"1024",2020-03-05,"GA",0
"1025",2020-03-06,"GA",1
"1026",2020-03-07,"GA",2
"1027",2020-03-08,"GA",0
"1028",2020-03-09,"GA",5
"1029",2020-03-10,"GA",7
"1030",2020-03-11,"GA",6
"1031",2020-03-12,"GA",8
"1032",2020-03-13,"GA",11
"1033",2020-03-14,"GA",31
"1034",2020-03-15,"GA",26
"1035",2020-03-16,"GA",22
"1036",2020-03-17,"GA",25
"1037",2020-03-18,"GA",51
"1038",2020-03-19,"GA",90
"1039",2020-03-20,"GA",198
"1040",2020-03-21,"GA",70
"1041",2020-03-22,"GA",66
"1042",2020-03-23,"GA",151
"1043",2020-03-24,"GA",254
"1044",2020-03-25,"GA",221
"1045",2020-03-26,"GA",278
"1046",2020-03-27,"GA",475
"1047",2020-03-28,"GA",366
"1048",2020-03-29,"GA",285
"1049",2020-03-30,"GA",157
"1050",2020-03-31,"GA",1121
"1051",2020-04-01,"GA",709
"1052",2020-04-02,"GA",710
"1053",2020-04-03,"GA",483
"1054",2020-04-04,"GA",329
"1055",2020-04-05,"GA",487
"1056",2020-04-06,"GA",667
"1057",2020-04-07,"GA",1508
"1058",2020-04-08,"GA",1079
"1059",2020-04-09,"GA",665
"1060",2020-04-10,"GA",919
"1061",2020-04-11,"GA",674
"1062",2020-04-12,"GA",293
"1063",2020-04-13,"GA",863
"1064",2020-04-14,"GA",1263
"1065",2020-04-15,"GA",409
"1066",2020-04-16,"GA",682
"1067",2020-04-17,"GA",1525
"1068",2020-04-18,"GA",475
"1069",2020-04-19,"GA",632
"1070",2020-04-20,"GA",1106
"1071",2020-04-21,"GA",474
"1072",2020-04-22,"GA",1333
"1073",2020-04-23,"GA",669
"1074",2020-04-24,"GA",608
"1075",2020-04-25,"GA",731
"1076",2020-04-26,"GA",264
"1077",2020-04-27,"GA",816
"1078",2020-04-28,"GA",620
"1079",2020-04-29,"GA",853
"1080",2020-04-30,"GA",489
"1081",2020-05-01,"GA",1225
"1082",2020-05-02,"GA",842
"1083",2020-05-03,"GA",334
"1084",2020-05-04,"GA",786
"1085",2020-05-05,"GA",547
"1086",2020-05-06,"GA",745
"1087",2020-05-07,"GA",875
"1088",2020-05-08,"GA",563
"1089",2020-05-09,"GA",407
"1090",2020-05-10,"GA",992
"1091",2020-01-23,"HI",0
"1092",2020-01-24,"HI",0
"1093",2020-01-25,"HI",0
"1094",2020-01-26,"HI",0
"1095",2020-01-27,"HI",0
"1096",2020-01-28,"HI",0
"1097",2020-01-29,"HI",0
"1098",2020-01-30,"HI",0
"1099",2020-01-31,"HI",0
"1100",2020-02-01,"HI",0
"1101",2020-02-02,"HI",0
"1102",2020-02-03,"HI",0
"1103",2020-02-04,"HI",0
"1104",2020-02-05,"HI",0
"1105",2020-02-06,"HI",0
"1106",2020-02-07,"HI",0
"1107",2020-02-08,"HI",0
"1108",2020-02-09,"HI",0
"1109",2020-02-10,"HI",0
"1110",2020-02-11,"HI",0
"1111",2020-02-12,"HI",0
"1112",2020-02-13,"HI",0
"1113",2020-02-14,"HI",0
"1114",2020-02-15,"HI",0
"1115",2020-02-16,"HI",0
"1116",2020-02-17,"HI",0
"1117",2020-02-18,"HI",0
"1118",2020-02-19,"HI",0
"1119",2020-02-20,"HI",0
"1120",2020-02-21,"HI",0
"1121",2020-02-22,"HI",0
"1122",2020-02-23,"HI",0
"1123",2020-02-24,"HI",0
"1124",2020-02-25,"HI",0
"1125",2020-02-26,"HI",0
"1126",2020-02-27,"HI",0
"1127",2020-02-28,"HI",0
"1128",2020-02-29,"HI",0
"1129",2020-03-01,"HI",0
"1130",2020-03-02,"HI",0
"1131",2020-03-03,"HI",0
"1132",2020-03-04,"HI",0
"1133",2020-03-05,"HI",0
"1134",2020-03-06,"HI",0
"1135",2020-03-07,"HI",1
"1136",2020-03-08,"HI",0
"1137",2020-03-09,"HI",0
"1138",2020-03-10,"HI",2
"1139",2020-03-11,"HI",-1
"1140",2020-03-12,"HI",0
"1141",2020-03-13,"HI",0
"1142",2020-03-14,"HI",2
"1143",2020-03-15,"HI",2
"1144",2020-03-16,"HI",2
"1145",2020-03-17,"HI",2
"1146",2020-03-18,"HI",5
"1147",2020-03-19,"HI",10
"1148",2020-03-20,"HI",11
"1149",2020-03-21,"HI",0
"1150",2020-03-22,"HI",17
"1151",2020-03-23,"HI",3
"1152",2020-03-24,"HI",34
"1153",2020-03-25,"HI",1
"1154",2020-03-26,"HI",4
"1155",2020-03-27,"HI",11
"1156",2020-03-28,"HI",43
"1157",2020-03-29,"HI",0
"1158",2020-03-30,"HI",26
"1159",2020-03-31,"HI",29
"1160",2020-04-01,"HI",20
"1161",2020-04-02,"HI",32
"1162",2020-04-03,"HI",63
"1163",2020-04-04,"HI",32
"1164",2020-04-05,"HI",20
"1165",2020-04-06,"HI",16
"1166",2020-04-07,"HI",23
"1167",2020-04-08,"HI",0
"1168",2020-04-09,"HI",32
"1169",2020-04-10,"HI",0
"1170",2020-04-11,"HI",23
"1171",2020-04-12,"HI",34
"1172",2020-04-13,"HI",5
"1173",2020-04-14,"HI",7
"1174",2020-04-15,"HI",13
"1175",2020-04-16,"HI",6
"1176",2020-04-17,"HI",11
"1177",2020-04-18,"HI",33
"1178",2020-04-19,"HI",6
"1179",2020-04-20,"HI",4
"1180",2020-04-21,"HI",2
"1181",2020-04-22,"HI",6
"1182",2020-04-23,"HI",4
"1183",2020-04-24,"HI",5
"1184",2020-04-25,"HI",4
"1185",2020-04-26,"HI",1
"1186",2020-04-27,"HI",1
"1187",2020-04-28,"HI",2
"1188",2020-04-29,"HI",4
"1189",2020-04-30,"HI",5
"1190",2020-05-01,"HI",1
"1191",2020-05-02,"HI",1
"1192",2020-05-03,"HI",0
"1193",2020-05-04,"HI",1
"1194",2020-05-05,"HI",4
"1195",2020-05-06,"HI",1
"1196",2020-05-07,"HI",3
"1197",2020-05-08,"HI",0
"1198",2020-05-09,"HI",2
"1199",2020-05-10,"HI",1
"1200",2020-01-23,"IA",0
"1201",2020-01-24,"IA",0
"1202",2020-01-25,"IA",0
"1203",2020-01-26,"IA",0
"1204",2020-01-27,"IA",0
"1205",2020-01-28,"IA",0
"1206",2020-01-29,"IA",0
"1207",2020-01-30,"IA",0
"1208",2020-01-31,"IA",0
"1209",2020-02-01,"IA",0
"1210",2020-02-02,"IA",0
"1211",2020-02-03,"IA",0
"1212",2020-02-04,"IA",0
"1213",2020-02-05,"IA",0
"1214",2020-02-06,"IA",0
"1215",2020-02-07,"IA",0
"1216",2020-02-08,"IA",0
"1217",2020-02-09,"IA",0
"1218",2020-02-10,"IA",0
"1219",2020-02-11,"IA",0
"1220",2020-02-12,"IA",0
"1221",2020-02-13,"IA",0
"1222",2020-02-14,"IA",0
"1223",2020-02-15,"IA",0
"1224",2020-02-16,"IA",0
"1225",2020-02-17,"IA",0
"1226",2020-02-18,"IA",0
"1227",2020-02-19,"IA",0
"1228",2020-02-20,"IA",0
"1229",2020-02-21,"IA",0
"1230",2020-02-22,"IA",0
"1231",2020-02-23,"IA",0
"1232",2020-02-24,"IA",0
"1233",2020-02-25,"IA",0
"1234",2020-02-26,"IA",0
"1235",2020-02-27,"IA",0
"1236",2020-02-28,"IA",0
"1237",2020-02-29,"IA",0
"1238",2020-03-01,"IA",0
"1239",2020-03-02,"IA",0
"1240",2020-03-03,"IA",0
"1241",2020-03-04,"IA",0
"1242",2020-03-05,"IA",0
"1243",2020-03-06,"IA",0
"1244",2020-03-07,"IA",0
"1245",2020-03-08,"IA",0
"1246",2020-03-09,"IA",3
"1247",2020-03-10,"IA",5
"1248",2020-03-11,"IA",5
"1249",2020-03-12,"IA",1
"1250",2020-03-13,"IA",3
"1251",2020-03-14,"IA",0
"1252",2020-03-15,"IA",1
"1253",2020-03-16,"IA",5
"1254",2020-03-17,"IA",0
"1255",2020-03-18,"IA",15
"1256",2020-03-19,"IA",6
"1257",2020-03-20,"IA",1
"1258",2020-03-21,"IA",24
"1259",2020-03-22,"IA",21
"1260",2020-03-23,"IA",15
"1261",2020-03-24,"IA",19
"1262",2020-03-25,"IA",22
"1263",2020-03-26,"IA",33
"1264",2020-03-27,"IA",56
"1265",2020-03-28,"IA",63
"1266",2020-03-29,"IA",38
"1267",2020-03-30,"IA",88
"1268",2020-03-31,"IA",73
"1269",2020-04-01,"IA",50
"1270",2020-04-02,"IA",67
"1271",2020-04-03,"IA",85
"1272",2020-04-04,"IA",88
"1273",2020-04-05,"IA",82
"1274",2020-04-06,"IA",77
"1275",2020-04-07,"IA",100
"1276",2020-04-08,"IA",99
"1277",2020-04-09,"IA",125
"1278",2020-04-10,"IA",118
"1279",2020-04-11,"IA",122
"1280",2020-04-12,"IA",77
"1281",2020-04-13,"IA",123
"1282",2020-04-14,"IA",189
"1283",2020-04-15,"IA",96
"1284",2020-04-16,"IA",146
"1285",2020-04-17,"IA",191
"1286",2020-04-18,"IA",181
"1287",2020-04-19,"IA",389
"1288",2020-04-20,"IA",257
"1289",2020-04-21,"IA",482
"1290",2020-04-22,"IA",107
"1291",2020-04-23,"IA",176
"1292",2020-04-24,"IA",521
"1293",2020-04-25,"IA",647
"1294",2020-04-26,"IA",384
"1295",2020-04-27,"IA",392
"1296",2020-04-28,"IA",508
"1297",2020-04-29,"IA",467
"1298",2020-04-30,"IA",302
"1299",2020-05-01,"IA",739
"1300",2020-05-02,"IA",759
"1301",2020-05-03,"IA",532
"1302",2020-05-04,"IA",528
"1303",2020-05-05,"IA",408
"1304",2020-05-06,"IA",293
"1305",2020-05-07,"IA",655
"1306",2020-05-08,"IA",398
"1307",2020-05-09,"IA",214
"1308",2020-05-10,"IA",288
"1309",2020-01-23,"ID",0
"1310",2020-01-24,"ID",0
"1311",2020-01-25,"ID",0
"1312",2020-01-26,"ID",0
"1313",2020-01-27,"ID",0
"1314",2020-01-28,"ID",0
"1315",2020-01-29,"ID",0
"1316",2020-01-30,"ID",0
"1317",2020-01-31,"ID",0
"1318",2020-02-01,"ID",0
"1319",2020-02-02,"ID",0
"1320",2020-02-03,"ID",0
"1321",2020-02-04,"ID",0
"1322",2020-02-05,"ID",0
"1323",2020-02-06,"ID",0
"1324",2020-02-07,"ID",0
"1325",2020-02-08,"ID",0
"1326",2020-02-09,"ID",0
"1327",2020-02-10,"ID",0
"1328",2020-02-11,"ID",0
"1329",2020-02-12,"ID",0
"1330",2020-02-13,"ID",0
"1331",2020-02-14,"ID",0
"1332",2020-02-15,"ID",0
"1333",2020-02-16,"ID",0
"1334",2020-02-17,"ID",0
"1335",2020-02-18,"ID",0
"1336",2020-02-19,"ID",0
"1337",2020-02-20,"ID",0
"1338",2020-02-21,"ID",0
"1339",2020-02-22,"ID",0
"1340",2020-02-23,"ID",0
"1341",2020-02-24,"ID",0
"1342",2020-02-25,"ID",0
"1343",2020-02-26,"ID",0
"1344",2020-02-27,"ID",0
"1345",2020-02-28,"ID",0
"1346",2020-02-29,"ID",0
"1347",2020-03-01,"ID",0
"1348",2020-03-02,"ID",0
"1349",2020-03-03,"ID",0
"1350",2020-03-04,"ID",0
"1351",2020-03-05,"ID",0
"1352",2020-03-06,"ID",0
"1353",2020-03-07,"ID",0
"1354",2020-03-08,"ID",0
"1355",2020-03-09,"ID",0
"1356",2020-03-10,"ID",0
"1357",2020-03-11,"ID",0
"1358",2020-03-12,"ID",0
"1359",2020-03-13,"ID",1
"1360",2020-03-14,"ID",1
"1361",2020-03-15,"ID",2
"1362",2020-03-16,"ID",0
"1363",2020-03-17,"ID",4
"1364",2020-03-18,"ID",1
"1365",2020-03-19,"ID",14
"1366",2020-03-20,"ID",13
"1367",2020-03-21,"ID",6
"1368",2020-03-22,"ID",0
"1369",2020-03-23,"ID",26
"1370",2020-03-24,"ID",13
"1371",2020-03-25,"ID",10
"1372",2020-03-26,"ID",55
"1373",2020-03-27,"ID",59
"1374",2020-03-28,"ID",29
"1375",2020-03-29,"ID",47
"1376",2020-03-30,"ID",59
"1377",2020-03-31,"ID",175
"1378",2020-04-01,"ID",51
"1379",2020-04-02,"ID",210
"1380",2020-04-03,"ID",115
"1381",2020-04-04,"ID",131
"1382",2020-04-05,"ID",56
"1383",2020-04-06,"ID",23
"1384",2020-04-07,"ID",69
"1385",2020-04-08,"ID",40
"1386",2020-04-09,"ID",22
"1387",2020-04-10,"ID",122
"1388",2020-04-11,"ID",42
"1389",2020-04-12,"ID",11
"1390",2020-04-13,"ID",19
"1391",2020-04-14,"ID",38
"1392",2020-04-15,"ID",9
"1393",2020-04-16,"ID",114
"1394",2020-04-17,"ID",22
"1395",2020-04-18,"ID",46
"1396",2020-04-19,"ID",13
"1397",2020-04-20,"ID",4
"1398",2020-04-21,"ID",64
"1399",2020-04-22,"ID",30
"1400",2020-04-23,"ID",70
"1401",2020-04-24,"ID",34
"1402",2020-04-25,"ID",17
"1403",2020-04-26,"ID",10
"1404",2020-04-27,"ID",0
"1405",2020-04-28,"ID",55
"1406",2020-04-29,"ID",0
"1407",2020-04-30,"ID",32
"1408",2020-05-01,"ID",31
"1409",2020-05-02,"ID",46
"1410",2020-05-03,"ID",0
"1411",2020-05-04,"ID",45
"1412",2020-05-05,"ID",21
"1413",2020-05-06,"ID",31
"1414",2020-05-07,"ID",20
"1415",2020-05-08,"ID",0
"1416",2020-05-09,"ID",27
"1417",2020-05-10,"ID",25
"1418",2020-01-23,"IL",0
"1419",2020-01-24,"IL",1
"1420",2020-01-25,"IL",0
"1421",2020-01-26,"IL",0
"1422",2020-01-27,"IL",0
"1423",2020-01-28,"IL",0
"1424",2020-01-29,"IL",0
"1425",2020-01-30,"IL",0
"1426",2020-01-31,"IL",1
"1427",2020-02-01,"IL",0
"1428",2020-02-02,"IL",0
"1429",2020-02-03,"IL",0
"1430",2020-02-04,"IL",0
"1431",2020-02-05,"IL",0
"1432",2020-02-06,"IL",0
"1433",2020-02-07,"IL",0
"1434",2020-02-08,"IL",0
"1435",2020-02-09,"IL",0
"1436",2020-02-10,"IL",0
"1437",2020-02-11,"IL",0
"1438",2020-02-12,"IL",0
"1439",2020-02-13,"IL",0
"1440",2020-02-14,"IL",0
"1441",2020-02-15,"IL",0
"1442",2020-02-16,"IL",0
"1443",2020-02-17,"IL",0
"1444",2020-02-18,"IL",0
"1445",2020-02-19,"IL",0
"1446",2020-02-20,"IL",0
"1447",2020-02-21,"IL",0
"1448",2020-02-22,"IL",0
"1449",2020-02-23,"IL",0
"1450",2020-02-24,"IL",0
"1451",2020-02-25,"IL",0
"1452",2020-02-26,"IL",0
"1453",2020-02-27,"IL",0
"1454",2020-02-28,"IL",0
"1455",2020-02-29,"IL",0
"1456",2020-03-01,"IL",1
"1457",2020-03-02,"IL",1
"1458",2020-03-03,"IL",0
"1459",2020-03-04,"IL",0
"1460",2020-03-05,"IL",1
"1461",2020-03-06,"IL",0
"1462",2020-03-07,"IL",1
"1463",2020-03-08,"IL",1
"1464",2020-03-09,"IL",0
"1465",2020-03-10,"IL",5
"1466",2020-03-11,"IL",13
"1467",2020-03-12,"IL",7
"1468",2020-03-13,"IL",14
"1469",2020-03-14,"IL",18
"1470",2020-03-15,"IL",2
"1471",2020-03-16,"IL",17
"1472",2020-03-17,"IL",78
"1473",2020-03-18,"IL",111
"1474",2020-03-19,"IL",150
"1475",2020-03-20,"IL",163
"1476",2020-03-21,"IL",168
"1477",2020-03-22,"IL",296
"1478",2020-03-23,"IL",236
"1479",2020-03-24,"IL",252
"1480",2020-03-25,"IL",328
"1481",2020-03-26,"IL",673
"1482",2020-03-27,"IL",486
"1483",2020-03-28,"IL",467
"1484",2020-03-29,"IL",1105
"1485",2020-03-30,"IL",460
"1486",2020-03-31,"IL",938
"1487",2020-04-01,"IL",986
"1488",2020-04-02,"IL",715
"1489",2020-04-03,"IL",1209
"1490",2020-04-04,"IL",1453
"1491",2020-04-05,"IL",902
"1492",2020-04-06,"IL",1003
"1493",2020-04-07,"IL",1291
"1494",2020-04-08,"IL",1525
"1495",2020-04-09,"IL",1344
"1496",2020-04-10,"IL",1465
"1497",2020-04-11,"IL",1293
"1498",2020-04-12,"IL",1672
"1499",2020-04-13,"IL",1173
"1500",2020-04-14,"IL",1223
"1501",2020-04-15,"IL",1345
"1502",2020-04-16,"IL",1141
"1503",2020-04-17,"IL",1844
"1504",2020-04-18,"IL",1582
"1505",2020-04-19,"IL",1197
"1506",2020-04-20,"IL",1156
"1507",2020-04-21,"IL",1546
"1508",2020-04-22,"IL",2048
"1509",2020-04-23,"IL",1830
"1510",2020-04-24,"IL",2721
"1511",2020-04-25,"IL",2119
"1512",2020-04-26,"IL",2126
"1513",2020-04-27,"IL",1980
"1514",2020-04-28,"IL",2219
"1515",2020-04-29,"IL",2256
"1516",2020-04-30,"IL",2560
"1517",2020-05-01,"IL",3137
"1518",2020-05-02,"IL",2450
"1519",2020-05-03,"IL",2994
"1520",2020-05-04,"IL",2278
"1521",2020-05-05,"IL",2112
"1522",2020-05-06,"IL",2343
"1523",2020-05-07,"IL",2639
"1524",2020-05-08,"IL",2889
"1525",2020-05-09,"IL",2325
"1526",2020-05-10,"IL",1656
"1527",2020-01-23,"IN",0
"1528",2020-01-24,"IN",0
"1529",2020-01-25,"IN",0
"1530",2020-01-26,"IN",0
"1531",2020-01-27,"IN",0
"1532",2020-01-28,"IN",0
"1533",2020-01-29,"IN",0
"1534",2020-01-30,"IN",0
"1535",2020-01-31,"IN",0
"1536",2020-02-01,"IN",0
"1537",2020-02-02,"IN",0
"1538",2020-02-03,"IN",0
"1539",2020-02-04,"IN",0
"1540",2020-02-05,"IN",0
"1541",2020-02-06,"IN",0
"1542",2020-02-07,"IN",0
"1543",2020-02-08,"IN",0
"1544",2020-02-09,"IN",0
"1545",2020-02-10,"IN",0
"1546",2020-02-11,"IN",0
"1547",2020-02-12,"IN",0
"1548",2020-02-13,"IN",0
"1549",2020-02-14,"IN",0
"1550",2020-02-15,"IN",0
"1551",2020-02-16,"IN",0
"1552",2020-02-17,"IN",0
"1553",2020-02-18,"IN",0
"1554",2020-02-19,"IN",0
"1555",2020-02-20,"IN",0
"1556",2020-02-21,"IN",0
"1557",2020-02-22,"IN",0
"1558",2020-02-23,"IN",0
"1559",2020-02-24,"IN",0
"1560",2020-02-25,"IN",0
"1561",2020-02-26,"IN",0
"1562",2020-02-27,"IN",0
"1563",2020-02-28,"IN",0
"1564",2020-02-29,"IN",0
"1565",2020-03-01,"IN",0
"1566",2020-03-02,"IN",0
"1567",2020-03-03,"IN",0
"1568",2020-03-04,"IN",0
"1569",2020-03-05,"IN",0
"1570",2020-03-06,"IN",1
"1571",2020-03-07,"IN",0
"1572",2020-03-08,"IN",1
"1573",2020-03-09,"IN",1
"1574",2020-03-10,"IN",3
"1575",2020-03-11,"IN",5
"1576",2020-03-12,"IN",2
"1577",2020-03-13,"IN",0
"1578",2020-03-14,"IN",3
"1579",2020-03-15,"IN",4
"1580",2020-03-16,"IN",5
"1581",2020-03-17,"IN",5
"1582",2020-03-18,"IN",8
"1583",2020-03-19,"IN",22
"1584",2020-03-20,"IN",26
"1585",2020-03-21,"IN",42
"1586",2020-03-22,"IN",76
"1587",2020-03-23,"IN",66
"1588",2020-03-24,"IN",98
"1589",2020-03-25,"IN",109
"1590",2020-03-26,"IN",168
"1591",2020-03-27,"IN",334
"1592",2020-03-28,"IN",254
"1593",2020-03-29,"IN",280
"1594",2020-03-30,"IN",273
"1595",2020-03-31,"IN",372
"1596",2020-04-01,"IN",406
"1597",2020-04-02,"IN",474
"1598",2020-04-03,"IN",399
"1599",2020-04-04,"IN",516
"1600",2020-04-05,"IN",458
"1601",2020-04-06,"IN",545
"1602",2020-04-07,"IN",554
"1603",2020-04-08,"IN",433
"1604",2020-04-09,"IN",408
"1605",2020-04-10,"IN",556
"1606",2020-04-11,"IN",528
"1607",2020-04-12,"IN",493
"1608",2020-04-13,"IN",431
"1609",2020-04-14,"IN",168
"1610",2020-04-15,"IN",433
"1611",2020-04-16,"IN",582
"1612",2020-04-17,"IN",612
"1613",2020-04-18,"IN",487
"1614",2020-04-19,"IN",570
"1615",2020-04-20,"IN",477
"1616",2020-04-21,"IN",409
"1617",2020-04-22,"IN",341
"1618",2020-04-23,"IN",601
"1619",2020-04-24,"IN",642
"1620",2020-04-25,"IN",718
"1621",2020-04-26,"IN",613
"1622",2020-04-27,"IN",949
"1623",2020-04-28,"IN",627
"1624",2020-04-29,"IN",594
"1625",2020-04-30,"IN",653
"1626",2020-05-01,"IN",795
"1627",2020-05-02,"IN",665
"1628",2020-05-03,"IN",638
"1629",2020-05-04,"IN",574
"1630",2020-05-05,"IN",526
"1631",2020-05-06,"IN",837
"1632",2020-05-07,"IN",633
"1633",2020-05-08,"IN",643
"1634",2020-05-09,"IN",586
"1635",2020-05-10,"IN",394
"1636",2020-01-23,"KS",0
"1637",2020-01-24,"KS",0
"1638",2020-01-25,"KS",0
"1639",2020-01-26,"KS",0
"1640",2020-01-27,"KS",0
"1641",2020-01-28,"KS",0
"1642",2020-01-29,"KS",0
"1643",2020-01-30,"KS",0
"1644",2020-01-31,"KS",0
"1645",2020-02-01,"KS",0
"1646",2020-02-02,"KS",0
"1647",2020-02-03,"KS",0
"1648",2020-02-04,"KS",0
"1649",2020-02-05,"KS",0
"1650",2020-02-06,"KS",0
"1651",2020-02-07,"KS",0
"1652",2020-02-08,"KS",0
"1653",2020-02-09,"KS",0
"1654",2020-02-10,"KS",0
"1655",2020-02-11,"KS",0
"1656",2020-02-12,"KS",0
"1657",2020-02-13,"KS",0
"1658",2020-02-14,"KS",0
"1659",2020-02-15,"KS",0
"1660",2020-02-16,"KS",0
"1661",2020-02-17,"KS",0
"1662",2020-02-18,"KS",0
"1663",2020-02-19,"KS",0
"1664",2020-02-20,"KS",0
"1665",2020-02-21,"KS",0
"1666",2020-02-22,"KS",0
"1667",2020-02-23,"KS",0
"1668",2020-02-24,"KS",0
"1669",2020-02-25,"KS",0
"1670",2020-02-26,"KS",0
"1671",2020-02-27,"KS",0
"1672",2020-02-28,"KS",0
"1673",2020-02-29,"KS",0
"1674",2020-03-01,"KS",0
"1675",2020-03-02,"KS",0
"1676",2020-03-03,"KS",0
"1677",2020-03-04,"KS",0
"1678",2020-03-05,"KS",0
"1679",2020-03-06,"KS",0
"1680",2020-03-07,"KS",0
"1681",2020-03-08,"KS",1
"1682",2020-03-09,"KS",0
"1683",2020-03-10,"KS",0
"1684",2020-03-11,"KS",0
"1685",2020-03-12,"KS",3
"1686",2020-03-13,"KS",2
"1687",2020-03-14,"KS",2
"1688",2020-03-15,"KS",0
"1689",2020-03-16,"KS",3
